sample_id,paper_id,venue,year,title,source_url,abstract_present,abstract,label_complete,label_uncontaminated,label_matches_paper,reviewer,decision_mode,notes
63,776103,ACM Computing Surveys,2024,Optimizing with Attractor: A Tutorial.,https://doi.org/10.1145/3648354,True,"This tutorial presents a novel search system—the Attractor-Based Search System (ABSS)—that can solve the Traveling Salesman Problem very efficiently with optimality guarantee. From the perspective of dynamical systems, a heuristic local search algorithm for an NP-complete combinatorial problem is a discrete dynamical system. In a local search system, an attractor drives the search trajectories into the vicinity of a globally optimal point in the solution space, and the convergence of local search trajectories makes the search system become a global and deterministic system. The attractor contains a small set of the most promising solutions to the problem. The attractor can reduce the problem size exponentially, and thus make the exhaustive search feasible. Therefore, this new search paradigm is called optimizing with attractor. The ABSS consists of two search phases: local search phase and exhaustive search phase. The local search process is used to quickly construct the attractor in the solution space, and the exhaustive search process is used to completely search the attractor to identify the optimal solution. Therefore, the exact optimal solution can be found quickly by combining local search and exhaustive search. This tutorial introduces the concept of an attractor in a local search system, and describes the process of optimizing with the attractor, using the Traveling Salesman Problem as the study platform.",yes,yes,yes,Sidnei Barbieri,human_only,"Live ACM source checked 2026-08-24. Official abstract is an exact normalized-text match (1,436 chars). No omission or contamination observed."
64,776146,ACM Computing Surveys,2024,Automatic Quality Assessment of Wikipedia Articles - A Systematic Literature Review.,https://doi.org/10.1145/3625286,True,"Wikipedia is the world’s largest online encyclopedia, but maintaining article quality through collaboration is challenging. Wikipedia designed a quality scale, but with such a manual assessment process, many articles remain unassessed. We review existing methods for automatically measuring the quality of Wikipedia articles, identifying and comparing machine learning algorithms, article features, quality metrics, and used datasets, examining 149distinct studies, and exploring commonalities and gaps in them. The literature is extensive, and the approaches follow past technological trends. However, machine learning is still not widely used by Wikipedia, and we hope that our analysis helps future researchers change that reality.",yes,yes,yes,Sidnei Barbieri,human_only,DOI 10.1145/3625286; publisher-deposited Crossref abstract exactly matches; corpus chars=734; crossref chars=734; policy=crossref-exact-match-v1
65,776191,ACM Computing Surveys,2024,Qualitative Approaches to Voice UX.,https://doi.org/10.1145/3658666,True,"Voice is a natural mode of expression offered by modern computer-based systems. Qualitative perspectives on voice-based user experiences (voice UX) offer rich descriptions of complex interactions that numbers alone cannot fully represent. We conducted a systematic review of the literature on qualitative approaches to voice UX, capturing the nature of this body of work in a systematic map and offering a qualitative synthesis of findings. We highlight the benefits of qualitative methods for voice UX research, identify opportunities for increasing rigour in methods and outcomes, and distill patterns of experience across a diversity of devices and modes of qualitative praxis.",yes,yes,yes,Sidnei Barbieri,human_only,DOI 10.1145/3658666; publisher-deposited Crossref abstract exactly matches; corpus chars=680; crossref chars=680; policy=crossref-exact-match-v1
66,776215,ACM Computing Surveys,2024,Warm-Starting and Quantum Computing: A Systematic Mapping Study.,https://doi.org/10.1145/3652510,True,"Due to low numbers of qubits and their error-proneness, Noisy Intermediate-Scale Quantum (NISQ) computers impose constraints on the size of quantum algorithms they can successfully execute. State-of-the-art research introduces various techniques addressing these limitations by utilizing known or inexpensively generated approximations, solutions, or models as a starting point to approach a task instead of starting from scratch. These so-called warm-starting techniques aim to reduce quantum resource consumption, thus facilitating the design of algorithms suiting the capabilities of NISQ computers. In this work, we collect and analyze scientific literature on warm-starting techniques in the quantum computing domain. In particular, we (i) create a systematic map of state-of-the-art research on warm-starting techniques using established guidelines for systematic mapping studies, (ii) identify relevant properties of such techniques, and (iii) based on these properties classify the techniques identified in the literature in an extensible classification scheme. Our results provide insights into the research field and aim to help quantum software engineers to categorize warm-starting techniques and apply them in practice. Moreover, our contributions may serve as a starting point for further research on the warm-starting topic since they provide an overview of existing work and facilitate the identification of research gaps.",yes,yes,yes,Sidnei Barbieri,human_only,DOI 10.1145/3652510; publisher-deposited Crossref abstract exactly matches; corpus chars=1438; crossref chars=1438; policy=crossref-exact-match-v1
67,776218,ACM Computing Surveys,2024,The Evolution of Distributed Systems for Graph Neural Networks and Their Origin in Graph Processing and Deep Learning: A Survey.,https://doi.org/10.1145/3597428,True,"Graph neural networks (GNNs) are an emerging research field. This specialized deep neural network architecture is capable of processing graph structured data and bridges the gap between graph processing and deep learning. As graphs are everywhere, GNNs can be applied to various domains including recommendation systems, computer vision, natural language processing, biology, and chemistry. With the rapid growing size of real-world graphs, the need for efficient and scalable GNN training solutions has come. Consequently, many works proposing GNN systems have emerged throughout the past few years. However, there is an acute lack of overview, categorization, and comparison of such systems. We aim to fill this gap by summarizing and categorizing important methods and techniques for large-scale GNN solutions. Additionally, we establish connections between GNN systems, graph processing systems, and deep learning systems.",yes,yes,yes,Sidnei Barbieri,human_only,DOI 10.1145/3597428; publisher-deposited Crossref abstract exactly matches; corpus chars=926; crossref chars=926; policy=crossref-exact-match-v1
68,776254,ACM Computing Surveys,2024,Deep Learning Workload Scheduling in GPU Datacenters: A Survey.,https://doi.org/10.1145/3638757,True,"Deep learning (DL) has demonstrated its remarkable success in a wide variety of fields. The development of a DL model is a time-consuming and resource-intensive procedure. Hence, dedicated GPU accelerators have been collectively constructed into a GPU datacenter. An efficient scheduler design for a GPU datacenter is crucially important to reduce operational cost and improve resource utilization. However, traditional approaches designed for big data or high-performance computing workloads can not support DL workloads to fully utilize the GPU resources. Recently, many schedulers are proposed to tailor for DL workloads in GPU datacenters. This article surveys existing research efforts for both training and inference workloads. We primarily present how existing schedulers facilitate the respective workloads from the scheduling objectives and resource utilization manner . Finally, we discuss several promising future research directions including emerging DL workloads, advanced scheduling decision making, and underlying hardware resources. A more detailed summary of the surveyed paper and code links can be found at our project website: https://github.com/S-Lab-System-Group/Awesome-DL-Scheduling-Papers",yes,yes,yes,Sidnei Barbieri,human_only,DOI 10.1145/3638757; publisher-deposited Crossref abstract exactly matches; corpus chars=1214; crossref chars=1214; policy=crossref-exact-match-v1
69,1744955,ACM SACMAT,2022,"WiP: Verifiable, Secure and Energy-Efficient Private Data Aggregation in Wireless Sensor Networks.",https://doi.org/10.1145/3532105.3535040,True,"Large amounts of data are collected by IoT devices, and transmitted wirelessly to cloud servers for aggregation. These data are often sensitive and need to remain secret. Moreover, the employed servers might be untrustworthy, and maliciously alter their results. To address this, public verifiability must be provided, i.e., anyone can check the result's correctness. Nevertheless, any such protocol must also cope with the limited battery capacity of the IoT devices.We investigate the problem of verifiable, privacy-preserving aggregation and how to accommodate the IoT energy-efficiency requirements, in the context of a 5G wireless communication setting. We revisit the verifiable additive homomorphic secret sharing (VAHSS), which computes the sum of K sensors' data. We propose a threshold secure and private VAHSS protocol where only a subset of the servers is needed for computing the sum. This sum is publicly verifiable thanks to a proof created during the protocol. We provide an energy efficiency analysis, including the trade-off between the sensors' transmitted power and the protocol's failure probability due to decoding errors in the wireless transmission phase.",yes,yes,yes,Sidnei Barbieri,human_only,"Verified against the official ACM abstract. Content is complete, uncontaminated, and belongs to this paper. The stored text collapses the source paragraph boundary between “devices.” and “We investigate”; this is a formatting defect, not a content omission."
70,187319,ACM SACMAT,2025,Minimizing the Number of Roles in Bottom-Up Role-Mining using Maximal Biclique Enumeration.,https://doi.org/10.1145/3734436.3734442,True,"Bottom-up role-mining is the determination of a set of roles given as input a set of users and the permissions those users possess. It is well-established in the research literature, and in practice, as an important problem in information security. A natural objective that has been explored in prior work is for the set of roles to be of minimum size. We address this problem for practical inputs while reconciling foundations, specifically, that the problem is NP-hard. We first observe that an approach from prior work that exploits a sufficient condition for an efficient algorithm, while a useful first step, does not scale to more recently proposed benchmark inputs. We propose a new technique: the enumeration of maximal bicliques. We point out that the number of maximal bicliques provides a natural measure of the hardness of an input. We leverage the enumeration of maximal bicliques in two different ways. Our first approach addresses more than half the benchmark inputs to yield exact results. The other approach is the basis for a heuristic for hard instances; in it, we identify and adopt as roles those that correspond to large maximal bicliques. We have implemented all our algorithms and carried out an extensive empirical assessment, which suggests that our approaches are promising. We make our code available publicly as open-source.",yes,yes,yes,Sidnei Barbieri,human_only,"Verified against the official ACM abstract. Content is complete, uncontaminated, and belongs to this exact paper."
71,conf/wisec/ElmaghbubH24,ACM WiSec,2024,No Blind Spots: On the Resiliency of Device Fingerprints to Hardware Warm-Up Through Sequential Transfer Learning.,https://doi.org/10.1145/3643833.3656138,True,"Deep Learning-based RF fingerprinting has emerged as a game-changer for offering robust network device authentication and identification solutions. However, it struggles in cross-time scenarios, particularly during hardware warm-up phases. This often-overlooked vulnerability jeopardizes the reliability of these solutions. In response to this critical gap, we dive deep into the anatomy of RF fingerprints, revealing insights into temporal variations in DL-based RF fingerprinting during and post hardware stabilization. Introducing HEEDFUL, a novel framework harnessing sequential transfer learning and targeted impairment estimation, we address these challenges with remarkable consistency, eliminating blind spots even during challenging warm-up phases. Our extensive evaluation showcases HEEDFUL's efficacy, achieving remarkable classification accuracies of up to 96% during the initial intervals of device operation-far surpassing traditional models. Cross-domain assessments confirm HEEDFUL's superiority, achieving a steady 87% classification accuracy across warm-up intervals on the Day 2 dataset. Additionally, we release a WiFi RF fingerprinting dataset that, for the first time, incorporates both the time-domain representation and real hardware impairments of the frames. This inclusion underscores the importance of leveraging actual hardware impairment data, enabling a deeper understanding of fingerprints and facilitating the development of more resilient solutions.",yes,yes,yes,Sidnei Barbieri,human_only,"Verified against the official ACM abstract. Content is complete, uncontaminated, and belongs to this exact paper."
72,conf/wisec/GuanCZLLXL19,ACM WiSec,2019,Protecting mobile devices from physical memory attacks with targeted encryption.,https://doi.org/10.1145/3317549.3319721,True,"Sensitive data in a process could be scattered over the memory of a computer system for a prolonged period of time. Unfortunately, DRAM chips were proven insecure in previous studies. The problem becomes worse in the mobile environment, in which users' smartphones are easily lost or stolen. The powered-on phones may contain sensitive data in the vulnerable DRAM chips. In this paper, we propose MemVault, a mechanism to protect sensitive data in Android devices against physical memory attacks. MemVault keeps track of the propagation of well-marked sensitive data sources, and selectively encrypts tainted sensitive memory contents in the DRAM chip. When a tainted object is accessed, MemVault redirects the access to the internal RAM (iRAM), where the cipher-text object is decrypted transparently. iRAM is a system-on-chip (SoC) component which is by nature immune to physical memory exploits. We have implemented a MemVault prototype system, and have evaluated it with extensive experiments. Our results validate that MemVault effectively eliminates the occurrences of clear-text sensitive objects in DRAM chips, and imposes acceptable overheads.",yes,yes,yes,Sidnei Barbieri,human_only,"Verified against the official ACM abstract. Content is complete, uncontaminated, and belongs to this exact paper."
73,conf/wisec/LiC19,ACM WiSec,2019,Exposing the location of anonymous solar-powered homes: poster.,https://doi.org/10.1145/3317549.3326313,True,"Due to the decline of solar module prices, more and more people install solar panel energy systems. To better analyze the solar performance, solar generation data are transmitted on the Internet, stored in the cloud, even making the data available to the public. These data can leak privacy information, such as, the occupancy. However, people believe this information is not useful as the solar energy are ""anonymous"", which means the data cannot be associated to any identification information, such as account number or address, thus these solar-powered home energy data is often not treated as sensitive.",yes,yes,yes,Sidnei Barbieri,human_only,Verified against the official ACM record and abstract. Content is complete and uncontaminated. The corpus title adds the publication-type suffix “poster”; DOI and abstract establish that it is the same paper.
74,conf/wisec/ShresthaS20,ACM WiSec,2020,Hacksaw: biometric-free non-stop web authentication in an emerging world of wearables.,https://doi.org/10.1145/3395351.3399366,True,"The currently deployed web authentication model, involving only entry-point authentication of users, does not do anything to protect against account takeover attacks. Once the attacker has compromised the entry-point authentication method, such as by learning a user's password or even two-factor authentication credentials via widely exploited mechanisms such as phishing and password database breaches, or has hijacked a login session, he can fully access and abuse the user's account and associated services. To respond to this critical vulnerability, we introduce the notion of non-stop post-entry authentication, to be integrated with any entry-point authentication method, using which the web service can proactively authenticate the user throughout the login session invisibly in the background without explicit user involvement and without the need for storing user-specific templates (like in biometric systems) thereby preserving user privacy.",yes,yes,yes,Sidnei Barbieri,human_only,"Verified against the official ACM abstract. Content is complete, uncontaminated, and belongs to this exact paper."
75,2143841,ACSAC,2022,Compact Abstract Graphs for Detecting Code Vulnerability with GNN Models.,https://doi.org/10.1145/3564625.3564655,True,"Source code representation is critical to the machine-learning-based approach to detecting code vulnerability. This paper proposes Compact Abstract Graphs (CAGs) of source code in different programming languages for predicting a broad range of code vulnerabilities with Graph Neural Network (GNN) models. CAGs make the source code representation aligned with the task of vulnerability classification and reduce the graph size to accelerate model training with minimum impact on the prediction performance. We have applied CAGs to six GNN models and large Java/C datasets with 114 vulnerability types in Java programs and 106 vulnerability types in C programs. The experiment results show that the GNN models have performed well, with accuracy ranging from 94.7% to 96.3% on the Java dataset and from 91.6% to 93.2% on the C dataset. The resultant GNN models have achieved promising performance when applied to more than 2,500 vulnerabilities collected from real-world software projects. The results also show that using CAGs for GNN models is significantly better than ASTs, CFGs (Control Flow Graphs), and PDGs (Program Dependence Graphs). A comparative study has demonstrated that the CAG-based GNN models can outperform the existing methods for machine learning-based vulnerability detection.",yes,yes,yes,Sidnei Barbieri,human_only,"Verified against the official ACM abstract. Content is complete, uncontaminated, and belongs to this exact paper."
76,2143873,ACSAC,2022,Stepping out of the MUD: Contextual threat information for IoT devices with manufacturer-provided behavior profiles.,https://doi.org/10.1145/3564625.3564644,True,"Besides coming with unprecedented benefits, the Internet of Things (IoT) suffers deficits in security measures, leading to attacks increasing every year. In particular, network environments such as smart homes lack managed security capabilities to detect IoT-related attacks; IoT devices hosted therein are thus more easily targeted by threats. As such, context awareness of IoT infections is hard to achieve, preventing prompt response. In this work, we propose MUDscope, an approach to monitor malicious network activities affecting IoT systems in real-world consumer environments. We leverage the recent Manufacturer Usage Description (MUD) specification, which defines networking allow-lists for IoT devices in MUD profiles, to reflect consistent and necessarily-anomalous activities from smart things. Our approach characterizes this traffic and extracts signatures for given attacks. By analyzing attack signatures for multiple devices, we gather insights into emerging attack patterns. We evaluate our approach on both an existing dataset and a new, openly available dataset created for this research. We show that MUDscope detects several attacks targeting IoT devices with an F1-score of 95.77% and correctly identifies signatures for specific attacks with an F1-score of 87.72%.",yes,yes,yes,Sidnei Barbieri,human_only,"Verified against the official ACM abstract. Content is complete, uncontaminated, and belongs to this exact paper."
77,2618504,ACSAC,2021,Dynamic Taint Analysis versus Obfuscated Self-Checking.,https://doi.org/10.1145/3485832.3485926,True,"Software protection in practice addresses the yearly loss of tens of billion USD for software manufacturers, a result of malicious end-users tampering with the software (""software cracking""). Software protection is prevalent in the gaming and license checking industries, and also relevant in the embedded and other industries. State of the art research in the area of software tamper protection against man-at-the-end (MATE) attackers focuses on the localization of integrity checks. The goal of this paper is a general assessment of the resilience of software self-checking, protected themselves by obfuscations against (1) (automated) detection and (2) (automated) bypass, without deobfuscating the code. Using dynamic taint analysis on a benchmark set of programs, we study how easy it is to detect and bypass combinations of self-checking and various obfuscation transformations. We aim at generalizing these findings across different programs rather than focusing on one particular program instance. To this end, we perform a set of controlled experiments using a data set of real-world programs, the MiBench suite and open-source games, and show that all of these can be broken by dynamic taint analysis attacks. To counter such attacks, we propose and implement improvements to an existing obfuscation implementation. We evaluate the implemented improvement and discuss the security-performance trade-offs.",yes,yes,yes,Sidnei Barbieri,human_only,"Verified against the official ACM abstract. Content is complete, uncontaminated, and belongs to this exact paper. The sole observed difference is quotation-mark typography (straight versus curly closing quote)."
78,3071315,ACSAC,2020,Practical Fine-Grained Binary Code Randomization†.,https://doi.org/10.1145/3427228.3427292,True,"Despite its effectiveness against code reuse attacks, fine-grained code randomization has not been deployed widely due to compatibility as well as performance concerns. Previous techniques often needed source code access to achieve good performance, but this breaks compatibility with today’s binary-based software distribution and update mechanisms. Moreover, previous techniques break C++ exceptions and stack tracing, which are crucial for practical deployment. In this paper, we first propose a new, tunable randomization technique called LLR(k) that is compatible with these features. Since the metadata needed to support exceptions/stack-tracing can reveal considerable information about code layout, we propose a new entropy metric that accounts for leaks of this metadata. We then present a novel metadata reduction technique to significantly increase entropy without degrading exception handling. This enables LLR(k) to achieve strong entropy with a low overhead of 2.26%.",yes,yes,yes,Sidnei Barbieri,human_only,"Verified against the official ACM abstract. Content is complete, uncontaminated, and belongs to this exact paper."
79,3071326,ACSAC,2020,Voicefox: Leveraging Inbuilt Transcription to Enhance the Security of Machine-Human Speaker Verification against Voice Synthesis Attacks.,https://doi.org/10.1145/3427228.3427289,True,"In this paper, we propose Voicefox1, a defense against the threat of automated voice synthesis attacks in machine-based and human-based speaker verification applications. Voicefox is based on a hitherto undiscovered potential of speech-to-text transcription, already built into these applications. Voicefox relies on the premise that while the synthesized samples might be falsely accepted by the speaker verification systems and human listeners, they cannot be transcribed as accurately as a natural human voice by transcribers. Voicefox is not a speaker verification system, but rather an independent module that can be integrated with any speaker verification system to enhance its security against voice synthesis attacks. To test our premise and as an essential pre-requisite for building Voicefox, we ran an extensive study that measures the accuracy of off-the-shelf speech-to-text techniques when confronted with the synthesized samples generated by the state-of-the-art speech synthesis techniques. Our results show that the transcription error rate for the synthesized voices is significantly higher, on average 2-3x, than the error rate for natural voices. This study quantitatively proves our hypothesis that human voices are transcribed more accurately than synthesized voices. We further propose several post-transcription rules in designing Voicefox, including acceptance of transcribed text even if up to a certain number of words are not transcribed correctly, and ignoring the words not available in the reference dictionary. Using these rules, Voicefox can effectively reduce the false rejection rates to as low as 1.20-4.69% depending on the application and the transcriber used, and reduce the false accept rates to 0% for dictionaries with phonetically-distinct words.",yes,yes,yes,Sidnei Barbieri,human_only,"Verified against the official ACM abstract. Both publisher paragraphs are present, uncontaminated, and belong to this exact paper."
80,526206,ACSAC,2025,Fix it - If you Can! Towards Understanding the Impact of Tool Support and Domain Owners' Reactions to SSHFP Misconfigurations.,https://doi.org/10.1109/ACSAC67867.2025.00098,True,"Misconfigured SSHFP records might lead to SSH users not carefully verifying host key fingerprints, making SSH connections vulnerable to Man-in-the-Middle attacks. To warn domain owners about SSHFP misconfigurations and the potential security implications, we conducted a 2 x 3 randomized controlled notification experiment. We sent notifications to n = 518 domain owners with misconfigured SSHFP records. Following up on contradictory results from related work, we investigated the effects of tool support. While we see that the sender of the notification itself has no effect, our results suggest that tool support might increase remediation when the sender of the notification is different than the institution providing the tool. Furthermore, we analyzed domain owners' responses to our notification to identify reasons for (non-) remediation. While only 27% remediated the misconfiguration after our notification, we identified valuable explanations for individual remediation behavior in the responses we received (n = 52), supporting the argument that remediation rate should not be considered a success measure for a notification campaign but instead individual challenges faced by domain owners should be taken into account.",yes,yes,yes,Sidnei Barbieri,human_only,"Verified against the official IEEE Xplore abstract. Content is complete, uncontaminated, and belongs to this exact paper."
81,526248,ACSAC,2025,Seti:Secure Time for Virtualized Systems.,https://doi.org/10.1109/ACSAC67867.2025.00045,True,"Accurate and secure timekeeping is a fundamental requirement for the dependable operation of cyber-physical systems and distributed applications deployed in virtualized environments. However, existing timing mechanisms are susceptible to compromise by privileged adversaries, such as the hypervisor, thereby undermining the integrity of local timing services. This paper introduces Seti,a system that employs an out-of-band inspection strategy to establish trust in time sources. Rather than modifying timing access mechanisms to preclude attacks, Setimonitors the integrity of existing timing paths, thus reducing system complexity and cost. It utilizes Remote Direct Memory Access (RDMA) in conjunction with System Management Mode (SMM)-based introspection to enable guest virtual machines (VMs) to access trusted time sources without interruption, while simultaneously detecting and mitigating malicious interference with timer interrupts. Setiis designed to impose minimal overhead on both host and guest systems, preserving high time accuracy and enabling prompt detection of adversarial activities. Experimental evaluation demonstrates that Setieffectively pro-tects critical timing functions achieving millisecond-level attack detection latency with less than 1% CPU overhead.",yes,yes,yes,Sidnei Barbieri,human_only,"Verified against the official IEEE Xplore abstract. Content is complete, uncontaminated, and belongs to this exact paper."
82,conf/esorics/CortierDD20,ESORICS,2020,Automatic Generation of Sources Lemmas in Tamarin: Towards Automatic Proofs of Security Protocols.,https://doi.org/10.1007/978-3-030-59013-0_1,False,,no,yes,no,Sidnei Barbieri,human_only,The corpus has no extracted abstract. The official Springer page identifies the exact paper and exposes only a truncated preview in the current public view. Completeness: no; contamination: no contamination is present because the field is empty; paper match: no abstract is available to match.
83,conf/esorics/DavidHMY22,ESORICS,2022,Scaling up GAEN Pseudorandom Processes: Preparing for a More Extensive Pandemic.,https://doi.org/10.1007/978-3-031-17140-6_12,False,,no,yes,no,Sidnei Barbieri,human_only,The corpus has no extracted abstract. The official Springer record identifies the exact paper but the public page exposes only a truncated preview. Completeness: no; uncontaminated: yes (empty field); paper match: no abstract is available to match.
84,conf/esorics/GalanGEMM23,ESORICS,2023,Protocol Dialects as Formal Patterns.,https://doi.org/10.1007/978-3-031-51476-0_3,False,,no,yes,no,Sidnei Barbieri,human_only,The corpus has no extracted abstract. The official Springer record identifies the exact paper; its public page exposes only a truncated preview. Completeness: no; uncontaminated: yes (empty field); paper match: no abstract is available to match.
85,conf/esorics/GrozaPAMSE22,ESORICS,2022,PanoptiCANs - Adversary-Resilient Architectures for Controller Area Networks.,https://doi.org/10.1007/978-3-031-17143-7_32,False,,no,yes,no,Sidnei Barbieri,human_only,The corpus has no extracted abstract. The official Springer record identifies the exact paper; its public page exposes only a truncated preview. Completeness: no; uncontaminated: yes (empty field); paper match: no abstract is available to match.
86,conf/esorics/GuiratDEZ23,ESORICS,2023,Traffic Analysis by Adversaries with Partial Visibility.,https://doi.org/10.1007/978-3-031-51476-0_17,False,,no,yes,no,Sidnei Barbieri,human_only,The corpus has no extracted abstract. The official Springer record identifies the exact paper; its public page exposes only a truncated preview. Completeness: no; uncontaminated: yes (empty field); paper match: no abstract is available to match.
87,conf/esorics/MeeusGCM23,ESORICS,2023,Achilles' Heels: Vulnerable Record Identification in Synthetic Data Publishing.,https://doi.org/10.1007/978-3-031-51476-0_19,True,"Synthetic data is seen as the most promising solution to share individual-level data while preserving privacy. Shadow modeling-based Membership Inference Attacks (MIAs) have become the standard approach to evaluate the privacy risk of synthetic data. While very effective, they require a large number of datasets to be created and models trained to evaluate the risk posed by a single record. The privacy risk of a dataset is thus currently evaluated by running MIAs on a handful of records selected using ad-hoc methods. We here propose what is, to the best of our knowledge, the first principled vulnerable record identification technique for synthetic data publishing, leveraging the distance to a record's closest neighbors. We show our method to strongly outperform previous ad-hoc methods across datasets and generators. We also show evidence of our method to be robust to the choice of MIA and to specific choice of parameters. Finally, we show it to accurately identify vulnerable records when synthetic data generators are made differentially private. The choice of vulnerable records is as important as more accurate MIAs when evaluating the privacy of synthetic data releases, including from a legal perspective. We here propose a simple yet highly effective method to do so. We hope our method will enable practitioners to better estimate the risk posed by synthetic data publishing and researchers to fairly compare ever improving MIAs on synthetic data.",yes,yes,yes,Sidnei Barbieri,human_only,"Verified against the full abstract displayed on the official Springer page. Content is complete, uncontaminated, and belongs to this exact paper. The sole difference is apostrophe typography (straight versus curly)."
88,conf/esorics/ReaneyMS25,ESORICS,2025,Evaluation of Autonomous Intrusion Response Agents in Adversarial and Normal Scenarios.,https://doi.org/10.1007/978-3-032-07884-1_17,False,,no,yes,no,Sidnei Barbieri,human_only,The corpus has no extracted abstract. The official Springer record identifies the exact paper; its public page exposes only a truncated preview. Completeness: no; uncontaminated: yes (empty field); paper match: no abstract is available to match.
89,conf/esorics/WeissS19,ESORICS,2019,Annotary: A Concolic Execution System for Developing Secure Smart Contracts.,https://doi.org/10.1007/978-3-030-29959-0_36,False,,no,yes,no,Sidnei Barbieri,human_only,The corpus has no extracted abstract. The official Springer record identifies the exact paper; its public page exposes only a truncated preview. Completeness: no; uncontaminated: yes (empty field); paper match: no abstract is available to match.
90,493476,IEEE CNS,2025,Seeing Through the Threat: Adaptive Attention-Guided Backdoor Defense in Non-IID Federated Learning.,https://doi.org/10.1109/CNS66487.2025.11194979,True,"Federated Learning (FL) is a decentralized machine learning technique that trains models locally using only model parameters, reducing data transmission concerns and improving privacy. FL encounters security threats, particularly the Backdoor Attack, which injects targeted patterns by malicious clients during training. This can lead to incorrect predictions when exposed to specific triggers. Besides, the presence of Independent and Identically Distributed (non-IID) data in practical applications poses a significant challenge for FL, as conventional models consider data samples from the same distribution. Distinguishing non-IID distributions from malicious attacks, including model poisoning attacks, is particularly difficult, as they can induce gradient anomalies and affect global model accuracy. The issue of non-IID data and the prevention of misclassification remains a significant challenge. This work proposes an Adaptive Attention-Guided Multi-Teacher Distillation technique for non-IID FL settings. In this work, a student model acquires knowledge by selecting only those teachers who make accurate predictions and by extracting their consensus attention. This process utilizes adaptive attention to avoid the integration of backdoor-related attention, thereby mitigating the risks associated with backdoor attacks. Empirical results show that when testing on datasets comprising exclusively of samples with triggers, our method reliably maintains the Attack Success Rate (ASR) under 10%. In most cases, the proposed work demonstrates an average Accuracy in Trigger data (AiT) that outperforms existing state-of-the-art methods by approximately 9%. Thus, the proposed solution is more suitable for mitigating backdoor attacks in non-IID FL.",yes,yes,yes,Sidnei Barbieri,human_only,"Verified against the official IEEE Xplore abstract. Content is complete, uncontaminated, and belongs to this exact paper."
91,conf/cns/Al-ShaerSC20,IEEE CNS,2020,Learning the Associations of MITRE ATT & CK Adversarial Techniques.,https://doi.org/10.1109/CNS48642.2020.9162207,True,"The MITRE ATT&CK Framework provides a rich and actionable repository of adversarial tactics, techniques, and procedures (TTP). However, this information would be highly useful for attack diagnosis (i.e., forensics) and mitigation (i.e., intrusion response) if we can reliably construct technique associations that will enable predicting unobserved attack techniques based on observed ones. In this paper, we present our statistical machine learning analysis on APT and Software attack data reported by MITRE ATT&CK to infer the technique clustering that represents the significant correlation that can be used for technique prediction. Due to the complex multidimensional relationships between techniques, many of the traditional clustering methods could not obtain usable associations. Our approach, using hierarchical clustering for inferring attack technique associations with 95% confidence, provides statistically significant and explainable technique correlations. Our analysis discovers 98 different technique associations (i.e., clusters) for both APT and Software attacks. Our evaluation results show that 78% of the techniques associated by our algorithm exhibit significant mutual information that indicates reasonably high predictability.",yes,yes,yes,Sidnei Barbieri,human_only,"Verified against the official IEEE Xplore abstract. Content is complete, uncontaminated, and belongs to this exact paper."
92,conf/cns/BeemerKKGY19,IEEE CNS,2019,Authentication Against a Myopic Adversary.,https://doi.org/10.1109/CNS.2019.8802705,True,"We consider keyless authentication for point-to-point communication in the presence of a myopic adversary. In particular, the adversary has access to a non-causal noisy version of the transmission and may use this knowledge to choose a channel state; the receiver is successful if it either decodes to the correct message or correctly detects adversarial interference. We show that, depending on the relationship between the channels to the legitimate receiver and the adversary, the authentication capacity is either zero or bounded above by the no-adversary capacity. To this end we introduce a novel channel property, termed U -overwritability, which allows the adversary to make its false message appear legitimate. We conjecture that if the capacity is nonzero, it is in fact equal to the no-adversary capacity, and show that this is true for a particular binary model.",yes,yes,yes,Sidnei Barbieri,human_only,"Verified against the official IEEE Xplore abstract. Content is complete, uncontaminated, and belongs to this exact paper."
93,conf/cns/IntociSFPB23,IEEE CNS,2023,P3LI5: Practical and confidEntial Lawful Interception on the 5G core.,https://doi.org/10.1109/CNS59707.2023.10288872,True,"Lawful Interception (LI) is a legal obligation of Communication Service Providers (CSPs) to provide interception capabilities to Law Enforcement Agencies (LEAs) in order to gain insightful data from network communications for criminal proceedings, e.g., network identifiers for tracking suspects. With the privacy-enhancements of network identifiers in the 5th generation of mobile networks (5G), LEAs need to interact with CSPs for network identifier resolution. This raises new privacy issues, as untrusted CSPs are able to infer sensitive information about ongoing investigations, e.g., the identities of their subscribers under suspicion. In this work, we propose P3LI5, a novel system that enables LEAs to privately query CSPs for network identifier resolution leveraging on an information retrieval protocol, SparseWPIR, that is based on private information retrieval and its weakly private version. As such, P3LI5 can be adapted to various operational scenarios with different confidentiality or latency requirements, by selectively allowing a bounded information leakage for improved performance. We implement P3LI5 on the 5G LI infrastructure using well known open-source projects and demonstrate its scalability to large databases while retaining low latency. To the best of our knowledge, P3LI5 is the first proposal for addressing the privacy issues raised by the mandatory requirement for LI on the 5G core network.",yes,yes,yes,Sidnei Barbieri,human_only,"Verified against the official IEEE Xplore abstract. Content is complete, uncontaminated, and belongs to this exact paper."
